-74.28868699,40.50012717
-74.28865231,40.50021959
-74.28857939,40.50039497
-74.28816348,40.50143169
-74.28781196,40.50243045
-74.28770669,40.50323801
-74.28778807,40.50394743
-74.28818298,40.50502047
-74.28907184,40.50620507
-74.29048821,40.50741242
-74.29179018,40.50819576
-74.29269408,40.50861567
-74.29306759,40.50871534
-74.29448809,40.50905381
-74.2969103,40.50937309
-74.29949838,40.50925923
-74.30198694,40.50896344
-74.30436881,40.50840406
-74.30436881,40.50840406
-74.30672678,40.50761881
-74.30672678,40.50761881
-74.30675918,40.50760822
-74.30938333,40.50647284
-74.30938333,40.50647284
-74.3111052,40.50556017
-74.31282914,40.5046147
-74.31532909,40.50311885
-74.31532909,40.50311885
-74.31535971,40.50310003
-74.31680757,40.50196842
-74.31680757,40.50196842
-74.31788624,40.50112412
-74.31788624,40.50112412
-74.31865978,40.50014858
-74.31868324,40.50011911
-74.31868324,40.50011911
-74.32113347,40.49903654
-74.32307152,40.49800238
-74.32479608,40.49667688
-74.32635076,40.49453493
-74.32817544,40.49196307
-74.33020416,40.4902272
-74.33188831,40.48893087
-74.33369882,40.48776269
-74.33537835,40.48702219
-74.33826113,40.48619517
-74.3409743,40.48570086
-74.34442022,40.48490603
-74.347731,40.48441323
-74.34884211,40.48423179
-74.34884211,40.48423179
-74.34971247,40.48408984
-74.34971247,40.48408984
-74.3513363,40.4838248
-74.3513363,40.4838248
-74.35195388,40.48388032
-74.35240687,40.48388039
-74.3528809,40.48381991
-74.35341348,40.48369929
-74.3539312,40.48348479
-74.35438417,40.48328737
-74.3549085,40.48302913
-74.35532565,40.4827711
-74.3554186,40.48270018
-74.3554186,40.48270018
-74.35552685,40.48261728
-74.35592983,40.48236471
-74.35610963,40.482134
-74.3562529,40.481854
-74.35641892,40.4815519
-74.35651916,40.48122244
-74.35661332,40.4808988
-74.35673518,40.48054706
-74.35677865,40.48028375
-74.35685046,40.47990467
-74.35687908,40.47954801
-74.35687257,40.47922956
-74.35679404,40.47832906
-74.35667847,40.47784011
-74.35657816,40.47757113
-74.35651376,40.47732399
-74.35637,40.47709339
-74.35626953,40.47690128
-74.35620479,40.47670887
-74.3561975,40.47654432
-74.35621903,40.47635219
-74.35638467,40.47590202
-74.35652168,40.47560537
-74.3567082,40.47527052
-74.35698173,40.47479818
-74.35724754,40.47446875
-74.35758528,40.47411727
-74.35790956,40.47376029
-74.3582686,40.4734308
-74.35854899,40.47321136
-74.358916,40.47293129
-74.3592965,40.47265123
-74.35977842,40.47242603
-74.36031049,40.47217326
-74.36079931,40.47198101
-74.36135279,40.47179998
-74.36183568,40.47164443
-74.36183568,40.47164443
-74.36194944,40.47160767
-74.36258173,40.47144835
-74.36330047,40.47131092
-74.36399013,40.47121771
-74.36457973,40.47117362
-74.36511142,40.47121199
-74.36553553,40.47123376
-74.36583711,40.47129965
-74.36606051,40.47137094
-74.36640482,40.47153038
-74.36661286,40.47163717
NaN,NaN
-74.36661286,40.47163717
-74.36807867,40.47088685
-74.36843174,40.47058581
-74.36868051,40.47020057
-74.36907402,40.46943392
-74.36936869,40.46901184
-74.36936869,40.46901184
-74.36968925,40.46855291
-74.36968925,40.46855291
-74.36978139,40.46842073
-74.36993432,40.46821707
-74.36993432,40.46821707
-74.3706654,40.4672444
-74.37172547,40.4659593
-74.37264732,40.46481217
-74.373636,40.46358154
-74.37459627,40.46251438
-74.37459627,40.46251438
-74.37615077,40.46089178
-74.37615077,40.46089178
-74.37618379,40.46064716
-74.37636233,40.46005148
-74.37652462,40.45962238
-74.37659955,40.45930488
-74.3766442,40.45908549
-74.37680367,40.458847
-74.37696263,40.45863682
-74.37709436,40.45820924
-74.37717599,40.45790959
-74.37729636,40.45743309
-74.3773594,40.45697712
-74.37737808,40.45658629
-74.37739158,40.45644905
-74.37694426,40.45614798
-74.37612908,40.45582301
-74.3756053,40.45582159
-74.37515762,40.45596369
-74.37456293,40.45628577
-74.37456293,40.45628577
-74.37450644,40.45634662
-74.37436974,40.4564235
-74.37408966,40.45653867
-74.37385233,40.45661561
-74.37346416,40.45663767
-74.37297605,40.45665429
-74.37272474,40.45663788
-74.3723792,40.45656664
-74.37213526,40.45645691
-74.37191917,40.45634687
-74.37174706,40.45625934
-74.37164596,40.45615475
-74.37155272,40.45593537
-74.37143802,40.4556609
-74.37132367,40.45532055
-74.37128685,40.45507893
-74.37128713,40.45481506
-74.37127986,40.45462289
-74.37131601,40.45439233
-74.37133753,40.45417841
-74.37136648,40.45395299
-74.37140956,40.45373892
-74.37145225,40.45361286
-74.37149617,40.45343139
-74.37161047,40.45320624
-74.37169673,40.45296459
-74.37170379,40.4527944
-74.37171123,40.45254203
-74.37166872,40.45222337
-74.37158182,40.45174047
-74.3713453,40.45116372
-74.37110782,40.45062026
-74.37095756,40.45027438
-74.37069904,40.44981324
-74.37046887,40.44944531
-74.37027449,40.4491541
-74.37014597,40.44895099
-74.37000131,40.44873139
-74.36986534,40.44843493
-74.36966412,40.44819913
-74.36947708,40.44806166
-74.3692548,40.44791901
-74.36911055,40.44783666
-74.36880217,40.44773783
-74.36863249,40.44768359
-74.36863249,40.44768359
-74.36849357,40.44763917
-74.36814814,40.44753497
-74.36779634,40.44747435
-74.36743022,40.44739209
-74.36703503,40.44735372
-74.36664637,40.44730986
-74.36604302,40.4472661
-74.36573436,40.44719488
-74.36551168,40.44714521
-74.3651743,40.44706315
-74.36495102,40.44697539
-74.36461399,40.44683242
-74.3642469,40.44656348
-74.36397411,40.44630545
-74.36369456,40.4459486
-74.3634641,40.44564121
-74.3632919,40.44539412
-74.36309093,40.44516363
-74.36291159,40.44489456
-74.36278181,40.44477379
-74.36266729,40.44465853
-74.36240805,40.44459268
-74.36209939,40.44453209
-74.36179078,40.44444422
-74.36143823,40.44432353
-74.36113716,40.44418093
-74.36083532,40.44397228
-74.3605481,40.44375267
-74.36027446,40.44348365
-74.36005919,40.44322569
-74.35993437,40.44309978
-74.35993437,40.44309978
-74.35992316,40.44308844
-74.35976498,40.44291273
-74.35965706,40.44275904
-74.35957801,40.44254465
-74.35951323,40.44237986
-74.35952065,40.44216026
-74.35955652,40.44197363
-74.35962844,40.44172648
-74.35971457,40.44156171
-74.35973555,40.44151438
-74.35973555,40.44151438
-74.35983709,40.44128168
-74.3599806,40.44094677
-74.36013236,40.4407493
-74.36025442,40.44057908
-74.36036185,40.4404308
-74.36049106,40.44027706
-74.36054847,40.4400956
-74.36057003,40.43987619
-74.36054208,40.43971144
-74.36046961,40.43946412
-74.3601537,40.43922834
-74.35991713,40.43906884
-74.35962953,40.43893723
-74.35933477,40.43879447
-74.35912647,40.43875613
-74.35891813,40.43873391
-74.35871003,40.43870672
-74.3583508,40.43867934
-74.35804928,40.43865718
-74.3577979,40.43860232
-74.3575611,40.43855295
-74.3573092,40.43842671
-74.35707945,40.43823461
-74.35698932,40.4380631
-74.35698932,40.4380631
-74.35697881,40.43804232
-74.35689261,40.43781728
-74.35687179,40.43768
-74.3567991,40.43743816
-74.35683589,40.43724622
-74.35687834,40.43702666
-74.35699382,40.43688937
-74.35708025,40.43668617
-74.35718817,40.43651765
-74.35718817,40.43651765
-74.35728098,40.43637312
-74.35748982,40.43604911
-74.35769797,40.43573058
-74.35787073,40.43547258
-74.35798572,40.43524745
-74.35810776,40.43508821
-74.35816481,40.43497281
-74.35820877,40.4347807
-74.35827291,40.43449511
-74.35820821,40.43429738
-74.35810835,40.43416566
-74.35801448,40.43406689
-74.35772067,40.43390765
-74.35718839,40.43365496
-74.35656369,40.43335856
-74.35599628,40.4331554
-74.35553007,40.43298531
-74.35499123,40.43276022
-74.35468926,40.43264505
-74.35444547,40.43251847
-74.35425817,40.4324309
-74.35410776,40.43231542
-74.35394244,40.43213969
-74.35382011,40.43201892
-74.35376313,40.43189291
-74.35374142,40.43175563
-74.35373384,40.43162934
-74.35379585,40.43150366
NaN,NaN
-74.36661286,40.47163717
-74.36749035,40.47256951
-74.36758387,40.47276727
-74.36764867,40.47317894
-74.36768453,40.47356331
-74.36766222,40.47394228
-74.36768361,40.47437604
-74.36760457,40.47481002
-74.36751899,40.4752603
-74.3674324,40.47553454
-74.36733868,40.47577618
-74.36716666,40.47607829
-74.36696503,40.47635841
-74.36674238,40.4766934
-74.36670962,40.47667342
-74.36670962,40.47667342
-74.366455,40.47704303
-74.36616034,40.47743851
-74.36588658,40.47793815
-74.36570695,40.47833358
-74.3656792,40.47872799
-74.3656792,40.47872799
-74.36576389,40.47907484
-74.36588542,40.47942927
-74.36588542,40.47942927
-74.36591468,40.47951406
-74.36605827,40.47973367
-74.36624576,40.48001904
-74.36646116,40.48028814
-74.36661228,40.48044753
-74.36675876,40.480569
-74.36675876,40.480569
-74.3671013,40.48085352
-74.36744623,40.48106752
-74.36760626,40.48115555
-74.36760626,40.48115555
-74.36777617,40.4812489
-74.36818606,40.481452
-74.36842378,40.48157271
-74.36854564,40.48164405
-74.36880419,40.48168243
-74.369138,40.48172914
-74.369138,40.48172914
-74.36915642,40.48173173
-74.3696015,40.48175111
-74.3696015,40.48175111
