Boundary of the state of California
2
Easting (Km)
Northing (Km)
     2989.98      1790.97 
      2990.7      1777.61 
     2995.57      1772.29 
     2995.75      1768.96 
     3002.45      1763.74 
     3007.33      1758.43 
     3010.51      1750.79 
     3010.82      1745.22 
     3015.71      1739.91 
     3016.08      1733.23 
     3019.76      1733.44 
     3035.21      1720.91 
     3040.26      1713.39 
     3030.77      1701.67 
     3017.33      1694.22 
     3014.19         1684 
     3005.44      1674.59 
     3009.44      1669.22 
     3005.92      1665.69 
     3006.22      1660.12 
     3010.51      1649.19 
     3007.05      1644.54 
     3007.34      1638.97 
     3006.59      1635.58 
     3006.77      1632.24 
     3002.42      1626.43 
     2998.36      1615.06 
     2989.18      1612.35 
     2992.14      1609.16 
     2989.75      1601.22 
     2994.57      1598.12 
      2994.8      1593.67 
     2995.78       1592.6 
     2993.78      1576.88 
     2996.86      1571.45 
     3010.92      1571.06 
     3015.88      1565.74 
     3016.12      1561.29 
     3018.34       1554.7 
     3011.26      1546.52 
     3012.49         1541 
     3011.67      1538.73 
     2997.51      1540.23 
     2993.93      1536.71 
     2769.88      1506.92 
     2764.83      1520.14 
     2760.07      1523.35 
     2761.88      1525.62 
     2763.81      1523.45 
      2766.8      1516.85 
     2769.61      1516.93 
     2769.52      1520.26 
     2766.62      1523.52 
     2759.92      1528.91 
     2759.07      1525.55 
     2757.29      1522.16 
     2755.39      1523.23 
        2757      1533.28 
     2754.02      1539.88 
     2756.68      1545.51 
     2753.54      1558.78 
     2748.53         1572 
      2739.8      1586.24 
     2732.09      1597.18 
     2717.91      1607.97 
     2711.35      1611.16 
     2705.62      1618.82 
     2699.02      1624.24 
     2689.69      1627.39 
     2673.68      1642.65 
     2666.29      1642.52 
     2664.42       1643.6 
     2659.82      1642.41 
     2659.89      1637.96 
     2658.99      1636.83 
     2652.46      1640.06 
     2647.84      1639.99 
     2645.94       1643.3 
     2649.55      1648.91 
     2649.52      1651.13 
     2644.77      1659.95 
     2635.35      1673.15 
     2615.12      1670.66 
     2612.36      1670.63 
     2610.53      1669.49 
     2599.44      1672.71 
      2590.2      1675.95 
     2580.96      1680.31 
     2580.04       1680.3 
      2582.8      1680.32 
     2580.96      1680.31 
     2571.72      1685.79 
     2567.03      1697.98 
     2562.44      1697.95 
     2553.21      1705.67 
     2543.08       1713.4 
     2534.83      1713.36 
     2529.33      1713.34 
     2525.67      1711.11 
     2520.17      1713.32 
     2511.92       1713.3 
        2500      1718.85 
     2489.01      1719.97 
     2472.52      1718.89 
     2458.76      1716.72 
     2454.23      1725.63 
     2449.67       1730.1 
     2443.27      1730.14 
     2442.39       1735.7 
     2447.01      1744.56 
      2443.4      1752.37 
     2445.28      1761.24 
     2440.78      1770.16 
     2445.42      1783.47 
     2445.45      1789.03 
     2443.65      1792.37 
     2436.42      1797.98 
     2431.87       1796.9 
     2422.83      1802.53 
     2421.05      1805.88 
      2421.1      1811.43 
     2424.79      1819.18 
     2424.75      1814.74 
     2427.49      1816.94 
     2424.79      1819.18 
     2423.03      1825.86 
      2409.5      1830.44 
     2396.15      1850.59 
     2385.35      1852.94 
     2382.73      1859.65 
     2382.78      1864.09 
     2371.24      1876.48 
     2367.84      1889.87 
      2360.7      1893.32 
     2351.99      1910.14 
     2338.68      1918.15 
     2336.95      1921.52 
     2332.52      1923.83 
     2332.73      1934.95 
     2328.52      1948.37 
     2330.33      1949.45 
     2328.63      1953.93 
     2325.98      1955.09 
     2326.02      1957.32 
      2330.6      1962.78 
     2334.99      1959.36 
     2337.69      1960.42 
      2341.5      1973.69 
     2345.91      1971.39 
     2344.17      1973.64 
     2342.43       1975.9 
     2344.32      1981.42 
     2333.97       1998.3 
     2331.33      1999.46 
     2326.82      1996.22 
      2324.2      1998.49 
     2319.71      1996.36 
     2315.32      1998.68 
     2306.57      2004.44 
     2297.96      2015.76 
     2296.19       2015.8 
     2289.38      2027.09 
     2290.57       2039.3 
     2286.58      2056.08 
     2285.75      2058.33 
      2281.4      2060.67 
     2279.81      2067.38 
     2282.66      2075.09 
     2282.17      2089.57 
     2284.92      2093.94 
     2291.06      2093.78 
     2293.59      2089.27 
     2291.74      2085.98 
      2295.2      2083.67 
     2291.66      2082.65 
     2291.46      2074.87 
