9.0113e+007,41.524,-72.077,7.3305e+005,1.5064,0.0094521,2
9.0091e+007,41.311,-72.917,7.3305e+005,1.7045,0.0094521,2
9.0092e+007,41.331,-72.92,7.3305e+005,1.4374,0.0094521,2
9.0031e+007,41.785,-72.632,7.3305e+005,1.4272,0.0094521,2
9.005e+007,41.821,-73.297,7.3305e+005,0.76448,0.0094521,2
9.0013e+007,41.112,-73.407,7.3305e+005,1.7353,0.0094521,2
9.001e+007,41.171,-73.195,7.3305e+005,1.8223,0.0094521,2
9.0092e+007,41.551,-73.044,7.3305e+005,2.051,0.0094521,2
9.0019e+007,41.118,-73.337,7.3305e+005,1.6966,0.0094521,2
9.0011e+007,41.399,-73.443,7.3305e+005,1.7941,0.0094521,2
9.009e+007,41.291,-72.894,7.3305e+005,1.562,0.0094521,2
2.4003e+008,39.17,-76.628,7.3305e+005,1.8497,0.0094521,2
2.4025e+008,39.41,-76.297,7.3305e+005,1.5887,0.0094521,2
2.451e+008,39.233,-76.58,7.3305e+005,1.9339,0.0094521,2
2.4015e+008,39.701,-75.86,7.3305e+005,1.1565,0.0094521,2
2.4031e+008,39.114,-77.107,7.3305e+005,1.3184,0.0094521,2
2.451e+008,39.344,-76.685,7.3305e+005,1.571,0.0094521,2
2.451e+008,39.341,-76.582,7.3305e+005,1.8012,0.0094521,2
2.451e+008,39.298,-76.605,7.3305e+005,2.0229,0.0094521,2
2.4034e+008,38.812,-76.744,7.3305e+005,1.1699,0.0094521,2
2.4005e+008,39.461,-76.631,7.3305e+005,1.5529,0.0094521,2
2.451e+008,39.288,-76.548,7.3305e+005,2.11,0.0094521,2
3.6005e+008,40.866,-73.881,7.3305e+005,1.7869,0.0094521,2
3.6071e+008,41.499,-74.009,7.3305e+005,1.1963,0.0094521,2
3.6047e+008,40.72,-73.948,7.3305e+005,1.7123,0.0094521,2
3.6059e+008,40.631,-73.734,7.3305e+005,1.1699,0.0094521,2
3.6005e+008,40.836,-73.92,7.3305e+005,1.8153,0.0094521,2
3.6061e+008,40.759,-73.967,7.3305e+005,1.9401,0.0094521,2
3.6085e+008,40.633,-74.137,7.3305e+005,1.6231,0.0094521,2
3.6061e+008,40.8,-73.934,7.3305e+005,1.72,0.0094521,2
4.2101e+008,39.945,-75.166,7.3305e+005,1.6711,0.0094521,2
4.2101e+008,39.928,-75.223,7.3305e+005,1.5602,0.0094521,2
4.2101e+008,40.076,-75.012,7.3305e+005,1.5566,0.0094521,2
4.2017e+008,40.107,-74.882,7.3305e+005,1.7045,0.0094521,2
4.2091e+008,40.112,-75.309,7.3305e+005,1.5064,0.0094521,2
3.4021e+008,40.222,-74.763,7.3305e+005,1.6808,0.0094521,2
3.4001e+008,39.364,-74.431,7.3305e+005,1.2951,0.0094521,2
3.4041e+008,40.699,-75.181,7.3305e+005,1.7045,0.0094521,2
3.4013e+008,40.73,-74.213,7.3305e+005,1.4774,0.0094521,2
3.4007e+008,39.989,-75.05,7.3305e+005,1.8497,0.0094521,2
3.4039e+008,40.604,-74.276,7.3305e+005,1.4576,0.0094521,2
3.4022e+008,40.315,-74.854,7.3305e+005,1.3523,0.0094521,2
9.0091e+007,41.311,-72.917,7.3305e+005,0.3637,0.046578,2
9.0092e+007,41.331,-72.92,7.3305e+005,0.29916,0.046578,2
9.0031e+007,41.785,-72.632,7.3305e+005,0.42433,0.046578,2
9.005e+007,41.821,-73.297,7.3305e+005,0.047848,0.046578,2
9.0013e+007,41.112,-73.407,7.3305e+005,0.38432,0.046578,2
9.001e+007,41.171,-73.195,7.3305e+005,0.53555,0.046578,2
9.0019e+007,41.118,-73.337,7.3305e+005,0.13009,0.046578,2
9.0011e+007,41.399,-73.443,7.3305e+005,0.40452,0.046578,2
9.009e+007,41.291,-72.894,7.3305e+005,0.34265,0.046578,2
1.0005e+008,38.644,-75.613,7.3305e+005,0.27669,0.046578,2
1.0003e+008,39.551,-75.731,7.3305e+005,0.38432,0.046578,2
1.0003e+008,39.761,-75.492,7.3305e+005,0.51785,0.046578,2
1.0001e+008,38.985,-75.556,7.3305e+005,0.23017,0.046578,2
1.0003e+008,39.692,-75.762,7.3305e+005,0.29916,0.046578,2
2.4003e+008,39.17,-76.628,7.3305e+005,0.49983,0.046578,2
2.4025e+008,39.41,-76.297,7.3305e+005,0.18138,0.046578,2
2.451e+008,39.233,-76.58,7.3305e+005,0.61963,0.046578,2
2.4015e+008,39.701,-75.86,7.3305e+005,0.3637,0.046578,2
2.4031e+008,39.114,-77.107,7.3305e+005,0.46279,0.046578,2
2.451e+008,39.344,-76.685,7.3305e+005,0.53555,0.046578,2
2.451e+008,39.341,-76.582,7.3305e+005,0.60337,0.046578,2
2.451e+008,39.298,-76.605,7.3305e+005,0.76917,0.046578,2
2.4005e+008,39.461,-76.631,7.3305e+005,0.99231,0.046578,2
2.451e+008,39.288,-76.548,7.3305e+005,0.66689,0.046578,2
3.6005e+008,40.866,-73.881,7.3305e+005,0.78296,0.046578,2
3.6071e+008,41.499,-74.009,7.3305e+005,0.40452,0.046578,2
3.6047e+008,40.72,-73.948,7.3305e+005,0.61963,0.046578,2
3.6059e+008,40.631,-73.734,7.3305e+005,0.48148,0.046578,2
3.6005e+008,40.836,-73.92,7.3305e+005,1.0672,0.046578,2
3.6061e+008,40.759,-73.967,7.3305e+005,0.99231,0.046578,2
3.6085e+008,40.633,-74.137,7.3305e+005,0.46279,0.046578,2
3.6061e+008,40.8,-73.934,7.3305e+005,0.49983,0.046578,2
4.2101e+008,39.928,-75.223,7.3305e+005,0.59349,0.046578,2
4.2101e+008,40.076,-75.012,7.3305e+005,0.54429,0.046578,2
4.2041e+008,40.247,-77.187,7.3305e+005,0.40452,0.046578,2
4.2091e+008,40.112,-75.309,7.3305e+005,0.65138,0.046578,2
3.4021e+008,40.222,-74.763,7.3305e+005,0.53555,0.046578,2
3.4001e+008,39.364,-74.431,7.3305e+005,0.29916,0.046578,2
3.4039e+008,40.673,-74.214,7.3305e+005,0.46279,0.046578,2
3.4041e+008,40.699,-75.181,7.3305e+005,0.53555,0.046578,2
3.4013e+008,40.73,-74.213,7.3305e+005,0.44374,0.046578,2
3.4007e+008,39.989,-75.05,7.3305e+005,0.49983,0.046578,2
3.4039e+008,40.604,-74.276,7.3305e+005,0.72661,0.046578,2
3.4022e+008,40.315,-74.854,7.3305e+005,0.53555,0.046578,2
9.0092e+007,41.551,-73.044,7.3305e+005,0.35323,0.046578,2
9.0113e+007,41.524,-72.077,7.3305e+005,0.93205,0.01036,2
9.0091e+007,41.311,-72.917,7.3305e+005,0.96146,0.01036,2
9.0092e+007,41.331,-72.92,7.3305e+005,0.87049,0.01036,2
9.0031e+007,41.785,-72.632,7.3305e+005,0.97585,0.01036,2
9.005e+007,41.821,-73.297,7.3305e+005,0.48856,0.01036,2
9.0013e+007,41.112,-73.407,7.3305e+005,0.91701,0.01036,2
9.001e+007,41.171,-73.195,7.3305e+005,1.1094,0.01036,2
9.0092e+007,41.551,-73.044,7.3305e+005,0.75271,0.01036,2
9.0019e+007,41.118,-73.337,7.3305e+005,0.85449,0.01036,2
9.0011e+007,41.399,-73.443,7.3305e+005,0.94686,0.01036,2
9.009e+007,41.291,-72.894,7.3305e+005,1.0448,0.01036,2
1.0005e+008,38.644,-75.613,7.3305e+005,0.48856,0.01036,2
1.0003e+008,39.551,-75.731,7.3305e+005,0.36494,0.01036,2
1.0001e+008,38.985,-75.556,7.3305e+005,0.36494,0.01036,2
1.0003e+008,39.692,-75.762,7.3305e+005,0.77041,0.01036,2
2.4003e+008,39.17,-76.628,7.3305e+005,0.53402,0.01036,2
2.4025e+008,39.41,-76.297,7.3305e+005,0.48856,0.01036,2
2.451e+008,39.233,-76.58,7.3305e+005,0.69765,0.01036,2
2.4015e+008,39.701,-75.86,7.3305e+005,0.46503,0.01036,2
2.4031e+008,39.114,-77.107,7.3305e+005,0.16134,0.01036,2
2.451e+008,39.341,-76.582,7.3305e+005,0.51155,0.01036,2
2.451e+008,39.298,-76.605,7.3305e+005,0.73469,0.01036,2
2.4034e+008,38.812,-76.744,7.3305e+005,0.36494,0.01036,2
2.4005e+008,39.461,-76.631,7.3305e+005,0.5775,0.01036,2
2.451e+008,39.288,-76.548,7.3305e+005,0.87049,0.01036,2
3.6005e+008,40.866,-73.881,7.3305e+005,1.2707,0.01036,2
3.6071e+008,41.499,-74.009,7.3305e+005,0.77041,0.01036,2
3.6047e+008,40.72,-73.948,7.3305e+005,1.1933,0.01036,2
3.6059e+008,40.631,-73.734,7.3305e+005,0.88624,0.01036,2
3.6005e+008,40.836,-73.92,7.3305e+005,1.3425,0.01036,2
3.6061e+008,40.759,-73.967,7.3305e+005,1.5065,0.01036,2
3.6085e+008,40.633,-74.137,7.3305e+005,0.99004,0.01036,2
4.2101e+008,39.928,-75.223,7.3305e+005,0.97585,0.01036,2
4.2101e+008,40.076,-75.012,7.3305e+005,0.75805,0.01036,2
4.2041e+008,40.247,-77.187,7.3305e+005,0.65918,0.01036,2
4.2017e+008,40.107,-74.882,7.3305e+005,0.75271,0.01036,2
4.2091e+008,40.112,-75.309,7.3305e+005,0.5775,0.01036,2
3.4021e+008,40.222,-74.763,7.3305e+005,0.73469,0.01036,2
3.4001e+008,39.364,-74.431,7.3305e+005,-0.014548,0.01036,2
3.4039e+008,40.673,-74.214,7.3305e+005,0.88624,0.01036,2
3.4041e+008,40.699,-75.181,7.3305e+005,1.0448,0.01036,2
3.4013e+008,40.73,-74.213,7.3305e+005,0.99004,0.01036,2
3.4007e+008,39.989,-75.05,7.3305e+005,0.73469,0.01036,2
3.4022e+008,40.315,-74.854,7.3305e+005,0.46503,0.01036,2
3.6061e+008,40.8,-73.934,7.3305e+005,1.2437,0.01036,2
9.0091e+007,41.311,-72.917,7.3305e+005,1.6858,0.024445,2
9.0092e+007,41.331,-72.92,7.3305e+005,1.4671,0.024445,2
9.0031e+007,41.785,-72.632,7.3305e+005,1.4294,0.024445,2
